結	38
溢	0
疾	1
游	34
丘	1
流	44
期	79
滋	21
施	18
此	23
有	325
離	32
覆	3
洽	1
修	1
昆	0
延	4
人	650
章	祥	0
章	疆	0.14285714285714285
場	芳	0
場	祥	0
場	疆	0
芳	祥	0
芳	疆	0
祥	疆	0
德	194
業	0
國	94
𩔜	0
王	1059
𣧑	0
喪	1
功	90
場	22
德	業	0
德	國	0.3333333333333333
德	𩔜	0
德	王	0.034482758620689655
德	𣧑	0
德	喪	0
德	功	0
德	場	0
業	國	0
業	𩔜	0
業	王	0
業	𣧑	0
業	喪	0
業	功	0
業	場	0
國	𩔜	0
國	王	0.16666666666666666
國	𣧑	0
國	喪	0
國	功	0.03225806451612903
國	場	0
𩔜	王	0
𩔜	𣧑	0
𩔜	喪	0
𩔜	功	0
𩔜	場	0
王	𣧑	0
王	喪	0
王	功	0
王	場	0.125
𣧑	喪	0
𣧑	功	0
𣧑	場	0
喪	功	0
喪	場	0
功	場	0
坤	28
君	326
醇	6
墳	11
神	95
繽	6
民	135
辭	71
像	5
漢	5
授	29
撫	33
人	667
樞	6
偶	0
功	98
通	88
邦	55
蒙	37
頌	25
坤	君	0.03571428571428571
坤	醇	0
坤	墳	0
坤	神	0.03571428571428571
坤	繽	0
坤	民	0.03571428571428571
坤	辭	0
坤	像	0
坤	漢	0
坤	授	0
坤	撫	0
坤	人	0
坤	樞	0
坤	偶	0
坤	功	0
坤	通	0
坤	邦	0
坤	蒙	0
坤	頌	0
君	醇	0.16666666666666666
君	墳	0.16666666666666666
君	神	0.16666666666666666
君	繽	0.16666666666666666
君	民	0.5
君	辭	0
君	像	0
君	漢	0
君	授	0.041666666666666664
君	撫	0
君	人	0.045454545454545456
君	樞	0
君	偶	0
君	功	0
君	通	0
君	邦	0
君	蒙	0
君	頌	0
醇	墳	0.16666666666666666
醇	神	0.16666666666666666
醇	繽	0.16666666666666666
醇	民	0.16666666666666666
醇	辭	0
醇	像	0
醇	漢	0
醇	授	0
醇	撫	0
醇	人	0
醇	樞	0
醇	偶	0
醇	功	0
醇	通	0
醇	邦	0
醇	蒙	0
醇	頌	0
墳	神	0.16666666666666666
墳	繽	0.16666666666666666
墳	民	0.16666666666666666
墳	辭	0
墳	像	0
墳	漢	0
墳	授	0
墳	撫	0
墳	人	0.25
墳	樞	0
墳	偶	0
墳	功	0
墳	通	0
墳	邦	0
墳	蒙	0
墳	頌	0
神	繽	0.16666666666666666
神	民	0.16666666666666666
神	辭	0
神	像	0
神	漢	0
神	授	0
神	撫	0
神	人	0
神	樞	0
神	偶	0
神	功	0
神	通	0
神	邦	0
神	蒙	0
神	頌	0
繽	民	0.16666666666666666
繽	辭	0
繽	像	0
繽	漢	0
繽	授	0
繽	撫	0
繽	人	0
繽	樞	0
繽	偶	0
繽	功	0
繽	通	0
繽	邦	0
繽	蒙	0
繽	頌	0
民	辭	0
民	像	0
民	漢	0
民	授	0
民	撫	0
民	人	1.0
民	樞	0
民	偶	0
民	功	0
民	通	0
民	邦	0
民	蒙	0
民	頌	0
辭	像	0.2
辭	漢	0.2
辭	授	0.2
辭	撫	0.2
辭	人	0
辭	樞	0
辭	偶	0
辭	功	0
辭	通	0
辭	邦	0
辭	蒙	0
辭	頌	0
像	漢	0.2
像	授	0.2
像	撫	0.2
像	人	0
像	樞	0
像	偶	0
像	功	0
像	通	0
像	邦	0
像	蒙	0
像	頌	0
漢	授	0.2
漢	撫	0.2
漢	人	0
漢	樞	0
漢	偶	0
漢	功	0
漢	通	0
漢	邦	0
漢	蒙	0
漢	頌	0
授	撫	0.2
授	人	0
授	樞	0
授	偶	0
授	功	0
授	通	0
授	邦	0
授	蒙	0
授	頌	0
撫	人	0
撫	樞	0
撫	偶	0
撫	功	0
撫	通	0
撫	邦	0
撫	蒙	0
撫	頌	0
人	樞	0
人	偶	0
人	功	0
人	通	0
人	邦	0
人	蒙	0
人	頌	0
樞	偶	0
樞	功	0.16666666666666666
樞	通	0.16666666666666666
樞	邦	0.16666666666666666
樞	蒙	0.16666666666666666
樞	頌	0.16666666666666666
偶	功	0
偶	通	0
偶	邦	0
偶	蒙	0
偶	頌	0
功	通	0.16666666666666666
功	邦	0.16666666666666666
功	蒙	0.16666666666666666
功	頌	0.16666666666666666
通	邦	0.16666666666666666
通	蒙	0.16666666666666666
通	頌	0.16666666666666666
邦	蒙	0.16666666666666666
邦	頌	0.16666666666666666
蒙	頌	0.16666666666666666
德	202
身	90
猶	0
元	55
攜	0
服	1049
得	66
藐	0
愛	18
人	686
㱙	0
石	187
德	身	0
德	猶	0
德	元	0
德	攜	0
德	服	1.0
德	得	0.07692307692307693
德	藐	0
德	愛	0
德	人	0
德	㱙	0
德	石	0
身	猶	0
身	元	0.017543859649122806
身	攜	0
身	服	0.1
身	得	0
身	藐	0
身	愛	0
身	人	0.125
身	㱙	0
身	石	0
猶	元	0
猶	攜	0
猶	服	0
猶	得	0
猶	藐	0
猶	愛	0
猶	人	0
猶	㱙	0
猶	石	0
元	攜	0
元	服	0
元	得	0
元	藐	0
元	愛	0
元	人	0
元	㱙	0
元	石	0
攜	服	0
攜	得	0
攜	藐	0
攜	愛	0
攜	人	0
攜	㱙	0
攜	石	0
服	得	0.25
服	藐	0
服	愛	0.1111111111111111
服	人	0.1111111111111111
服	㱙	0
服	石	0
得	藐	0
得	愛	0
得	人	0
得	㱙	0
得	石	0
藐	愛	0
藐	人	0
藐	㱙	0
藐	石	0
愛	人	0.1111111111111111
愛	㱙	0
愛	石	0
人	㱙	0
人	石	0.25
㱙	石	0
君	345
純	8
臺	0
微	62
畿	0
饑	0
靈	34
征	53
人	697
闡	0
刊	0
昆	45
君	純	0.125
君	臺	0
君	微	0
君	畿	0
君	饑	0
君	靈	0
君	征	0
君	人	0.045454545454545456
君	闡	0
君	刊	0
君	昆	0.03571428571428571
純	臺	0
純	微	0
純	畿	0
純	饑	0
純	靈	0
純	征	0
純	人	0
純	闡	0
純	刊	0
純	昆	0
臺	微	0
臺	畿	0
臺	饑	0
臺	靈	0
臺	征	0
臺	人	0
臺	闡	0
臺	刊	0
臺	昆	0
微	畿	0
微	饑	0
微	靈	0
微	征	0
微	人	0
微	闡	0
微	刊	0
微	昆	0
畿	饑	0
畿	靈	0
畿	征	0
畿	人	0
畿	闡	0
畿	刊	0
畿	昆	0
饑	靈	0
饑	征	0
饑	人	0
饑	闡	0
饑	刊	0
饑	昆	0
靈	征	0.5
靈	人	0
靈	闡	0
靈	刊	0
靈	昆	0
征	人	0
征	闡	0
征	刊	0
征	昆	0
人	闡	0
人	刊	0
人	昆	0.058823529411764705
闡	刊	0
闡	昆	0
刊	昆	0
純	19
孝	26
人	708
經	6
呈	0
平	182
聞	43
會	15
室	91
嶽	5
京	63
仁	102
君	356
允	0
惠	16
古	6
業	8
侃	0
榘	0
臣	48
子	1064
石	198
純	孝	0
純	人	0.09090909090909091
純	經	0
純	呈	0
純	平	0
純	聞	0
純	會	0
純	室	0
純	嶽	0
純	京	0
純	仁	0
純	君	0.125
純	允	0
純	惠	0
純	古	0
純	業	0
純	侃	0
純	榘	0
純	臣	0
純	子	0
純	石	0
孝	人	0
孝	經	0
孝	呈	0
孝	平	0
孝	聞	0
孝	會	0
孝	室	0
孝	嶽	0
孝	京	0
孝	仁	0
孝	君	0.041666666666666664
孝	允	0
孝	惠	0
孝	古	0
孝	業	0
孝	侃	0
孝	榘	0
孝	臣	0
孝	子	0
孝	石	0
人	經	0
人	呈	0
人	平	0.16666666666666666
人	聞	0
人	會	0
人	室	0
人	嶽	0
人	京	0
人	仁	0
人	君	0.045454545454545456
人	允	0
人	惠	0
人	古	0
人	業	0
人	侃	0
人	榘	0
人	臣	0
人	子	0.1111111111111111
人	石	0.25
經	呈	0
經	平	0
經	聞	0
經	會	0
經	室	0
經	嶽	0
經	京	0
經	仁	0
經	君	0
經	允	0
經	惠	0
經	古	0
經	業	0
經	侃	0
經	榘	0
經	臣	0
經	子	0
經	石	0
呈	平	0
呈	聞	0
呈	會	0
呈	室	0
呈	嶽	0
呈	京	0
呈	仁	0
呈	君	0
呈	允	0
呈	惠	0
呈	古	0
呈	業	0
呈	侃	0
呈	榘	0
呈	臣	0
呈	子	0
呈	石	0
平	聞	0
平	會	0
平	室	0.045454545454545456
平	嶽	0
平	京	0.045454545454545456
平	仁	0
平	君	0
平	允	0
平	惠	0
平	古	0
平	業	0
平	侃	0
平	榘	0
平	臣	0
平	子	0
平	石	0
聞	會	0
聞	室	0
聞	嶽	0
聞	京	0.02702702702702703
聞	仁	0
聞	君	0
聞	允	0
聞	惠	0
聞	古	0
聞	業	0
聞	侃	0
聞	榘	0
聞	臣	0
聞	子	0.02702702702702703
聞	石	0
會	室	0
會	嶽	0
會	京	0
會	仁	0
會	君	0
會	允	0
會	惠	0
會	古	0
會	業	0
會	侃	0
會	榘	0
會	臣	0
會	子	0
會	石	0
室	嶽	0
室	京	0.045454545454545456
室	仁	0.04
室	君	0
室	允	0
室	惠	0
室	古	0
室	業	0
室	侃	0
室	榘	0
室	臣	0.04
室	子	0.04
室	石	0
嶽	京	0
嶽	仁	0
嶽	君	0
嶽	允	0
嶽	惠	0
嶽	古	0
嶽	業	0
嶽	侃	0
嶽	榘	0
嶽	臣	0
嶽	子	0
嶽	石	0
京	仁	0
京	君	0.3333333333333333
京	允	0
京	惠	0
京	古	0
京	業	0
京	侃	0
京	榘	0
京	臣	0
京	子	0.02702702702702703
京	石	0
仁	君	0
仁	允	0
仁	惠	0
仁	古	0
仁	業	0
仁	侃	0
仁	榘	0
仁	臣	0.04
仁	子	0.04
仁	石	0
君	允	0
君	惠	0
君	古	0
君	業	0
君	侃	0
君	榘	0
君	臣	0
君	子	0
君	石	0
允	惠	0
允	古	0
允	業	0
允	侃	0
允	榘	0
允	臣	0
允	子	0
允	石	0
惠	古	0
惠	業	0
惠	侃	0
惠	榘	0
惠	臣	0
惠	子	0
惠	石	0
古	業	0
古	侃	0
古	榘	0
古	臣	0
古	子	0.5
古	石	0
業	侃	0
業	榘	0
業	臣	0
業	子	0
業	石	0
侃	榘	0
侃	臣	0
侃	子	0
侃	石	0
榘	臣	0
榘	子	0
榘	石	0
臣	子	0.034482758620689655
臣	石	0
子	石	0.3333333333333333
君	377
瑩	5
仁	123
文	137
君	瑩	0
君	仁	0.047619047619047616
君	文	0.125
瑩	仁	0
瑩	文	0
仁	文	0.017543859649122806
精	0
靈	45
倉	3
臻	2
千	8
徵	0
應	0
行	270
經	27
談	0
然	206
崇	5
精	靈	0
精	倉	0
精	臻	0
精	千	0
精	徵	0
精	應	0
精	行	0
精	經	0
精	談	0
精	然	0
精	崇	0
靈	倉	0
靈	臻	0
靈	千	0
靈	徵	0
靈	應	0
靈	行	0
靈	經	0
靈	談	0
靈	然	0
靈	崇	0
倉	臻	0
倉	千	0
倉	徵	0
倉	應	0
倉	行	0
倉	經	0
倉	談	0
倉	然	0
倉	崇	0
臻	千	0
臻	徵	0
臻	應	0
臻	行	0
臻	經	0
臻	談	0
臻	然	0
臻	崇	0
千	徵	0
千	應	0
千	行	0
千	經	0
千	談	0
千	然	0
千	崇	0
徵	應	0
徵	行	0
徵	經	0
徵	談	0
徵	然	0
徵	崇	0
應	行	0
應	經	0
應	談	0
應	然	0
應	崇	0
行	經	0
行	談	0
行	然	0
行	崇	0
經	談	0
經	然	0
經	崇	0
談	然	0
談	崇	0
然	崇	0
皇	460
紀	338
恃	0
理	47
祉	10
皇	紀	0
皇	恃	0
皇	理	0
皇	祉	0
紀	恃	0
紀	理	0
紀	祉	0
恃	理	0
恃	祉	0
理	祉	0
年	308
旬	54
瞿	0
榮	154
星	52
冥	8
顔	0
營	13
親	221
西	5
遷	21
甘	0
篇	0
塵	58
人	729
年	旬	0
年	瞿	0
年	榮	0.022727272727272728
年	星	0
年	冥	0
年	顔	0
年	營	0
年	親	0.3333333333333333
年	西	0
年	遷	0
年	甘	0
年	篇	0
年	塵	0.038461538461538464
年	人	0.1111111111111111
旬	瞿	0
旬	榮	0.017543859649122806
旬	星	0
旬	冥	0
旬	顔	0
旬	營	0
旬	親	0.017543859649122806
旬	西	0
旬	遷	0
旬	甘	0
旬	篇	0
旬	塵	0
旬	人	0
瞿	榮	0
瞿	星	0
瞿	冥	0
瞿	顔	0
瞿	營	0
瞿	親	0
瞿	西	0
瞿	遷	0
瞿	甘	0
瞿	篇	0
瞿	塵	0
瞿	人	0
榮	星	0
榮	冥	0
榮	顔	0
榮	營	0
榮	親	0.041666666666666664
榮	西	0
榮	遷	0
榮	甘	0
榮	篇	0
榮	塵	0
榮	人	0
星	冥	0
星	顔	0
星	營	0.1111111111111111
星	親	0
星	西	0
星	遷	0
星	甘	0
星	篇	0
星	塵	0
星	人	0
冥	顔	0
冥	營	0
冥	親	0
冥	西	0
冥	遷	0
冥	甘	0
冥	篇	0
冥	塵	0
冥	人	0
顔	營	0
顔	親	0
顔	西	0
顔	遷	0
顔	甘	0
顔	篇	0
顔	塵	0
顔	人	0
營	親	0
營	西	0
營	遷	0
營	甘	0
營	篇	0
營	塵	0
營	人	0
親	西	0
親	遷	0
親	甘	0
親	篇	0
親	塵	0.25
親	人	0.5
西	遷	0
西	甘	0
西	篇	0
西	塵	0
西	人	0
遷	甘	0
遷	篇	0
遷	塵	0
遷	人	0
甘	篇	0
甘	塵	0
甘	人	0
篇	塵	0
篇	人	0
塵	人	0
闕	1
弼	45
栗	33
立	80
位	84
遂	25
季	1
世	127
滅	40
室	112
質	57
雕	0
舊	51
歿	0
存	49
集	24
甞	0
闕	弼	0
闕	栗	0
闕	立	0
闕	位	0
闕	遂	0
闕	季	0
闕	世	0
闕	滅	0
闕	室	0
闕	質	0
闕	雕	0
闕	舊	0
闕	歿	0
闕	存	0
闕	集	0
闕	甞	0
弼	栗	0
弼	立	0
弼	位	0
弼	遂	0
弼	季	0
弼	世	0
弼	滅	0
弼	室	0.045454545454545456
弼	質	0
弼	雕	0
弼	舊	0.04
弼	歿	0
弼	存	0
弼	集	0
弼	甞	0
栗	立	0
栗	位	0
栗	遂	0
栗	季	0
栗	世	0
栗	滅	0.16666666666666666
栗	室	0.037037037037037035
栗	質	0
栗	雕	0
栗	舊	0.037037037037037035
栗	歿	0
栗	存	0
栗	集	0
栗	甞	0
立	位	0
立	遂	0
立	季	0
立	世	0
立	滅	0
立	室	0
立	質	0
立	雕	0
立	舊	0
立	歿	0
立	存	0.038461538461538464
立	集	0
立	甞	0
位	遂	0
位	季	0
位	世	0
位	滅	0
位	室	0
位	質	0.017543859649122806
位	雕	0
位	舊	0
位	歿	0
位	存	0
位	集	0
位	甞	0
遂	季	0
遂	世	0.045454545454545456
遂	滅	0
遂	室	0
遂	質	0
遂	雕	0
遂	舊	0
遂	歿	0
遂	存	0
遂	集	0
遂	甞	0
季	世	0
季	滅	0
季	室	0
季	質	0
季	雕	0
季	舊	0
季	歿	0
季	存	0
季	集	0
季	甞	0
世	滅	0.16666666666666666
世	室	0
世	質	0
世	雕	0
世	舊	0
世	歿	0
世	存	0
世	集	0
世	甞	0
滅	室	0
滅	質	0
滅	雕	0
滅	舊	0
滅	歿	0
滅	存	0
滅	集	0
滅	甞	0
室	質	0
室	雕	0
室	舊	0.04
室	歿	0
室	存	0
室	集	0
室	甞	0
質	雕	0
質	舊	0
質	歿	0
質	存	0
質	集	0
質	甞	0
雕	舊	0
雕	歿	0
雕	存	0
雕	集	0
雕	甞	0
舊	歿	0
舊	存	0
舊	集	0
舊	甞	0
歿	存	0
歿	集	0
歿	甞	0
存	集	0
存	甞	0
集	甞	0
期	150
軌	18
子	1085
祉	14
已	200
𠛱	0
止	79
紀	342
寶	10
里	61
動	0
㱙	11
期	軌	0
期	子	0.017543859649122806
期	祉	0
期	已	0
期	𠛱	0
期	止	0
期	紀	0
期	寶	0
期	里	0
期	動	0
期	㱙	0
軌	子	0
軌	祉	0
軌	已	0
軌	𠛱	0
軌	止	0
軌	紀	0
軌	寶	0
軌	里	0
軌	動	0
軌	㱙	0
子	祉	0
子	已	0.5
子	𠛱	0
子	止	1.0
子	紀	0.2
子	寶	0.2
子	里	0.5
子	動	0
子	㱙	0
祉	已	0
祉	𠛱	0
祉	止	0.1
祉	紀	0.25
祉	寶	0
祉	里	0
祉	動	0
祉	㱙	0
已	𠛱	0
已	止	0.03571428571428571
已	紀	0.03571428571428571
已	寶	0
已	里	0.03571428571428571
已	動	0
已	㱙	0
𠛱	止	0
𠛱	紀	0
𠛱	寶	0
𠛱	里	0
𠛱	動	0
𠛱	㱙	0
止	紀	0.03571428571428571
止	寶	0
止	里	0.03571428571428571
止	動	0
止	㱙	0
紀	寶	0.2
紀	里	0.03571428571428571
紀	動	0
紀	㱙	0
寶	里	0
寶	動	0
寶	㱙	0
里	動	0
里	㱙	0
動	㱙	0
后	7
君	380
平	203
稔	0
隆	39
瀆	16
迹	3
后	君	0
后	平	0
后	稔	0
后	隆	0
后	瀆	0
后	迹	0
君	平	0.047619047619047616
君	稔	0
君	隆	0
君	瀆	0
君	迹	0
平	稔	0
平	隆	0
平	瀆	0
平	迹	0
稔	隆	0
稔	瀆	0
稔	迹	0
隆	瀆	0
隆	迹	0
瀆	迹	0
胄	0
秀	37
良	59
方	335
名	121
清	39
成	76
庭	94
征	64
程	11
貞	4
惻	4
極	494
意	186
息	1167
力	837
存	65
天	131
青	5
竝	0
靈	56
胄	秀	0
胄	良	0
胄	方	0
胄	名	0
胄	清	0
胄	成	0
胄	庭	0
胄	征	0
胄	程	0
胄	貞	0
胄	惻	0
胄	極	0
胄	意	0
胄	息	0
胄	力	0
胄	存	0
胄	天	0
胄	青	0
胄	竝	0
胄	靈	0
秀	良	0
秀	方	0
秀	名	0
秀	清	0
秀	成	0
秀	庭	0
秀	征	0
秀	程	0
秀	貞	0
秀	惻	0
秀	極	0
秀	意	0
秀	息	0
秀	力	0
秀	存	0.038461538461538464
秀	天	0
秀	青	0
秀	竝	0
秀	靈	0
良	方	0
良	名	0
良	清	0
良	成	0
良	庭	0.08333333333333333
良	征	0
良	程	0
良	貞	0
良	惻	0
良	極	0.3333333333333333
良	意	0
良	息	0
良	力	0
良	存	0
良	天	0
良	青	0
良	竝	0
良	靈	0.08333333333333333
方	名	1.0
方	清	0
方	成	0
方	庭	0
方	征	0
方	程	0
方	貞	0
方	惻	0
方	極	0
方	意	0
方	息	0
方	力	0
方	存	0
方	天	0
方	青	0
方	竝	0
方	靈	0
名	清	0
名	成	0
名	庭	0
名	征	0
名	程	0
名	貞	0
名	惻	0
名	極	0
名	意	0
名	息	0
名	力	0
名	存	0
名	天	0
名	青	0
名	竝	0
名	靈	0
清	成	0.16666666666666666
清	庭	0.2
清	征	0
清	程	0
清	貞	0
清	惻	0
清	極	0
清	意	0
清	息	0
清	力	0
清	存	0
清	天	0
清	青	0
清	竝	0
清	靈	0
成	庭	1.0
成	征	0
成	程	0
成	貞	0
成	惻	0
成	極	0
成	意	0
成	息	0
成	力	0
成	存	0
成	天	0
成	青	0
成	竝	0
成	靈	0
庭	征	0.04
庭	程	0
庭	貞	0
庭	惻	0
庭	極	0
庭	意	0
庭	息	0
庭	力	0
庭	存	0
庭	天	0
庭	青	0.25
庭	竝	0
庭	靈	0.08333333333333333
征	程	0
征	貞	0
征	惻	0
征	極	0
征	意	0
征	息	0
征	力	0
征	存	0
征	天	0
征	青	0
征	竝	0
征	靈	0.5
程	貞	0
程	惻	0
程	極	0
程	意	0
程	息	0
程	力	0
程	存	0
程	天	0
程	青	0
程	竝	0
程	靈	0
貞	惻	0
貞	極	0
貞	意	0
貞	息	0
貞	力	0
貞	存	0
貞	天	0.5
貞	青	0
貞	竝	0
貞	靈	0
惻	極	0
惻	意	0
惻	息	0
惻	力	0
惻	存	0
惻	天	0
惻	青	0
惻	竝	0
惻	靈	0
極	意	0
極	息	0.03225806451612903
極	力	0.03225806451612903
極	存	0
極	天	0
極	青	0
極	竝	0
極	靈	0
意	息	0.5
意	力	0
意	存	0
意	天	0.017543859649122806
意	青	0
意	竝	0
意	靈	0
息	力	0.03225806451612903
息	存	0
息	天	0
息	青	0
息	竝	0
息	靈	0
力	存	0
力	天	0
力	青	0
力	竝	0
力	靈	0
存	天	0
存	青	0
存	竝	0
存	靈	0
天	青	0
天	竝	0
天	靈	0
青	竝	0
青	靈	0
竝	靈	0
隆	45
龍	360
凶	196
頌	44
隆	龍	0
隆	凶	0
隆	頌	0
龍	凶	0.2
龍	頌	0
凶	頌	0
君	386
文	140
神	114
均	0
銀	2
隣	0
欣	4
巍	0
确	0
業	29
卵	0
傾	18
稷	30
龔	2
贏	0
平	209
君	文	0.125
君	神	0.16666666666666666
君	均	0
君	銀	0
君	隣	0
君	欣	0
君	巍	0
君	确	0
君	業	0.047619047619047616
君	卵	0
君	傾	0
君	稷	0
君	龔	0
君	贏	0
君	平	0.047619047619047616
文	神	0.03571428571428571
文	均	0
文	銀	0
文	隣	0
文	欣	0
文	巍	0
文	确	0
文	業	0
文	卵	0
文	傾	0
文	稷	0
文	龔	0
文	贏	0
文	平	0
神	均	0
神	銀	0
神	隣	0
神	欣	0
神	巍	0
神	确	0
神	業	0
神	卵	0
神	傾	0
神	稷	0
神	龔	0
神	贏	0
神	平	0
均	銀	0
均	隣	0
均	欣	0
均	巍	0
均	确	0
均	業	0
均	卵	0
均	傾	0
均	稷	0
均	龔	0
均	贏	0
均	平	0
銀	隣	0
銀	欣	0
銀	巍	0
銀	确	0
銀	業	0
銀	卵	0
銀	傾	0
銀	稷	0
銀	龔	0
銀	贏	0
銀	平	0
隣	欣	0
隣	巍	0
隣	确	0
隣	業	0
隣	卵	0
隣	傾	0
隣	稷	0
隣	龔	0
隣	贏	0
隣	平	0
欣	巍	0
欣	确	0
欣	業	0
欣	卵	0
欣	傾	0
欣	稷	0
欣	龔	0
欣	贏	0
欣	平	0
巍	确	0
巍	業	0
巍	卵	0
巍	傾	0
巍	稷	0
巍	龔	0
巍	贏	0
巍	平	0
确	業	0
确	卵	0
确	傾	0
确	稷	0
确	龔	0
确	贏	0
确	平	0
業	卵	0
業	傾	0
業	稷	0
業	龔	0
業	贏	0
業	平	0.047619047619047616
卵	傾	0
卵	稷	0
卵	龔	0
卵	贏	0
卵	平	0
傾	稷	0
傾	龔	0
傾	贏	0
傾	平	0
稷	龔	0
稷	贏	0
稷	平	0
龔	贏	0
龔	平	0
贏	平	0
大	23
裔	69
世	143
制	1
外	54
愛	29
祭	0
沛	36
賴	31
𢅷	0
嵗	0
大	裔	0
大	世	0
大	制	0
大	外	0
大	愛	0
大	祭	0
大	沛	0
大	賴	0
大	𢅷	0
大	嵗	0
裔	世	0.02702702702702703
裔	制	0
裔	外	0
裔	愛	0
裔	祭	0
裔	沛	0.043478260869565216
裔	賴	0
裔	𢅷	0
裔	嵗	0
世	制	0
世	外	0
世	愛	0
世	祭	0
世	沛	0
世	賴	0
世	𢅷	0
世	嵗	0
制	外	0
制	愛	0
制	祭	0
制	沛	0
制	賴	0
制	𢅷	0
制	嵗	0
外	愛	0
外	祭	0
外	沛	0
外	賴	0.03225806451612903
外	𢅷	0
外	嵗	0
愛	祭	0
愛	沛	0
愛	賴	0
愛	𢅷	0
愛	嵗	0
祭	沛	0
祭	賴	0
祭	𢅷	0
祭	嵗	0
沛	賴	0
沛	𢅷	0
沛	嵗	0
賴	𢅷	0
賴	嵗	0
𢅷	嵗	0
茂	8
武	109
旅	28
武	109
舉	53
虎	95
輔	50
咎	32
壽	271
功	117
同	181
誦	70
茂	武	0
茂	旅	0
茂	武	0.09090909090909091
茂	舉	0
茂	虎	0
茂	輔	0
茂	咎	0
茂	壽	0
茂	功	0
茂	同	0
茂	誦	0
武	旅	0
武	武	0
武	舉	0
武	虎	0.25
武	輔	0
武	咎	0
武	壽	0
武	功	0
武	同	0
武	誦	0
旅	武	0.09090909090909091
旅	舉	0
旅	虎	0.03571428571428571
旅	輔	0.03571428571428571
旅	咎	0
旅	壽	0
旅	功	0
旅	同	0
旅	誦	0
武	舉	0.09090909090909091
武	虎	0.25
武	輔	0.09090909090909091
武	咎	0.09090909090909091
武	壽	0.09090909090909091
武	功	0.09090909090909091
武	同	0.09090909090909091
武	誦	0.09090909090909091
舉	虎	0.3333333333333333
舉	輔	0
舉	咎	0
舉	壽	0
舉	功	0.03225806451612903
舉	同	0
舉	誦	0.03225806451612903
虎	輔	0.03571428571428571
虎	咎	0
虎	壽	0
虎	功	0
虎	同	0
虎	誦	0
輔	咎	0
輔	壽	0
輔	功	0
輔	同	0.045454545454545456
輔	誦	0
咎	壽	0
咎	功	0
咎	同	0
咎	誦	0
壽	功	0
壽	同	0.25
壽	誦	0
功	同	0.16666666666666666
功	誦	0.03225806451612903
同	誦	0.022727272727272728
名	141
平	224
刑	59
寧	191
明	2220
聲	105
純	40
君	401
年	322
榮	168
勳	0
昆	56
名	平	0.07142857142857142
名	刑	0
名	寧	0
名	明	0.25
名	聲	0.5
名	純	0
名	君	0.045454545454545456
名	年	0
名	榮	0.07692307692307693
名	勳	0
名	昆	0
平	刑	0
平	寧	0.045454545454545456
平	明	0
平	聲	0
平	純	0.047619047619047616
平	君	0.047619047619047616
平	年	0.125
平	榮	0.09090909090909091
平	勳	0
平	昆	0
刑	寧	0.041666666666666664
刑	明	0
刑	聲	0.14285714285714285
刑	純	0
刑	君	0.5
刑	年	0
刑	榮	0.041666666666666664
刑	勳	0
刑	昆	0
寧	明	0
寧	聲	0.1111111111111111
寧	純	0
寧	君	0
寧	年	0.125
寧	榮	0.041666666666666664
寧	勳	0
寧	昆	0
明	聲	0.07692307692307693
明	純	0
明	君	0.2
明	年	1.0
明	榮	0.022727272727272728
明	勳	0
明	昆	0
聲	純	0
聲	君	0
聲	年	0
聲	榮	0.25
聲	勳	0
聲	昆	0
純	君	0.125
純	年	0
純	榮	0
純	勳	0
純	昆	0.09090909090909091
君	年	0
君	榮	0
君	勳	0
君	昆	0.03571428571428571
年	榮	0.022727272727272728
年	勳	0
年	昆	0
榮	勳	0
榮	昆	0
勳	昆	0
䡈	0
㜰	0
綽	0
逴	0
虐	0
邈	0
榷	0
樂	220
旳	0
䡈	㜰	0
䡈	綽	0
䡈	逴	0
䡈	虐	0
䡈	邈	0
䡈	榷	0
䡈	樂	0
䡈	旳	0
㜰	綽	0
㜰	逴	0
㜰	虐	0
㜰	邈	0
㜰	榷	0
㜰	樂	0
㜰	旳	0
綽	逴	0
綽	虐	0
綽	邈	0
綽	榷	0
綽	樂	0
綽	旳	0
逴	虐	0
逴	邈	0
逴	榷	0
逴	樂	0
逴	旳	0
虐	邈	0
虐	榷	0
虐	樂	0
虐	旳	0
邈	榷	0
邈	樂	0
邈	旳	0
榷	樂	0
榷	旳	0
樂	旳	0
生	239
精	11
匡	10
光	1132
清	59
榮	179
炯	0
生	精	0
生	匡	0
生	光	0.045454545454545456
生	清	0.03571428571428571
生	榮	0.09090909090909091
生	炯	0
精	匡	0
精	光	0
精	清	0
精	榮	0
精	炯	0
匡	光	0.1
匡	清	0
匡	榮	0
匡	炯	0
光	清	0
光	榮	0.022727272727272728
光	炯	0
清	榮	0
清	炯	0
榮	炯	0
明	2231
成	96
爭	0
醇	25
天	151
珍	0
存	85
明	成	0.2
明	爭	0
明	醇	0
明	天	0
明	珍	0
明	存	0.3333333333333333
成	爭	0
成	醇	0
成	天	0.05
成	珍	0
成	存	0.05
爭	醇	0
爭	天	0
爭	珍	0
爭	存	0
醇	天	0
醇	珍	0
醇	存	0
天	珍	0
天	存	0.05
珍	存	0
精	17
明	2237
榮	185
成	102
清	65
傾	33
征	84
生	245
平	235
寧	202
精	明	0
精	榮	0.16666666666666666
精	成	0
精	清	0.16666666666666666
精	傾	0
精	征	0
精	生	0.16666666666666666
精	平	0
精	寧	0
明	榮	0.022727272727272728
明	成	0.2
